customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback,MonthlyIncome
6794-HKIAJ,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,null,No,"I have been a loyal customer for over five years now and I am extremely satisfied with the fiber optic internet service I receive. The automatic bank transfer payment method makes it convenient for me to pay my monthly bill on time without any hassle. The monthly charges are reasonable for the quality of service I am receiving. I have had no issues with my internet connection and have never considered switching providers. Overall, I am very happy with my experience and would highly recommend this company to others.",5932
3259-KNMRR,Male,1,No,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.75,4438.2,No,"I have been a customer with this company for over 4 and a half years and I have been very satisfied with the service. The DSL internet service has been reliable and the monthly charges of $79.75 are reasonable for the speed and quality I receive. I appreciate the convenience of automatic bank transfers for payment. Overall, I have no complaints and would recommend this company to others.",9841
8035-PWSEV,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,null,No,"I have been a customer with this internet service provider for 6 months now and I am extremely satisfied with the service. The fiber optic connection is fast and reliable, allowing me to stream videos and work from home without any interruptions. The monthly charges of $89.25 are reasonable for the quality of service I am receiving. I appreciate the convenience of paying with electronic check and have had no issues with billing or payments. Overall, I have no complaints and will continue to be a loyal customer.",9964
3646-ITDGM,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1051.9,No,"I have been a customer with this company for over four and a half years now and I have been very satisfied with the service. The automatic bank transfer payment method makes it easy for me to pay my bill each month without having to worry about remembering to do so. The monthly charges are very reasonable at $19.7, especially considering I do not have internet service included in my plan. Overall, I have had no issues with the company and am happy to continue being a customer.",1178
9667-EQRXU,Female,1,No,No,30,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.3,1172.95,Yes,"I had been a loyal customer for 30 months with this company, but unfortunately I had to cancel my service due to financial reasons. The $40.3 monthly charges for DSL internet were affordable and the electronic check payment method was convenient. Overall, I was satisfied with the service during my time as a customer.",2616
3209-ZPKFI,Male,0,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.25,2538.2,No,"I have been a customer with this company for 47 months now and I have been satisfied with the DSL internet service I receive. The monthly charges of $54.25 are reasonable for the service I am getting. I appreciate the convenience of paying through electronic check. Overall, I have had a positive experience and have no complaints.",8983
2242-MFOTG,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,2603.3,No,"I have been a customer with this company for 33 months now and I am very satisfied with the service I have received. The fiber optic internet service is fast and reliable, and I have had no issues with downtime or slow speeds. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges of $80.1 are reasonable for the quality of service I am receiving. Overall, I have no complaints and would definitely recommend this company to others.",1734
4633-MKHYU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,788.6,No,"I have been a customer with this company for 9 months now and have been really satisfied with the fiber optic internet service. The speed and reliability have been great, and I have had no issues with my connection. The monthly charges are reasonable at $88.4, and I appreciate the flexibility of the month-to-month contract. The only downside for me is the payment method of mailing a check, as it can be a bit inconvenient. Overall, I am happy with the service and would recommend it to others.",6860
8200-KLNYW,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95,No,"I have been a customer with this DSL internet service provider for 21 months now and have been satisfied with the service overall. The monthly charges of $80.9 are reasonable for the internet speed and reliability that I receive. I appreciate being able to pay by mailing a check, as it is a convenient payment method for me. I have not experienced any issues with the service that would make me consider switching providers, so I am happy to continue with my current contract.",3265
6549-YMFAW,Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,204.55,No,"I have been a customer with this company for 9 months now and I am pleased to say that I have had no issues with their service. The month-to-month contract option is convenient for me and the monthly charge of $21.25 is very reasonable. Even though I do not use their internet service, I appreciate the variety of payment methods available, including the option to pay by mailed check. Overall, I am satisfied with my experience as a customer and have no plans to churn in the near future.",8641
0082-LDZUE,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.3,44.3,No,"I have been a customer with this company for just over a month now and so far I am very satisfied with the DSL internet service I am receiving. The monthly charges are reasonable at $44.3 and the month-to-month contract option gives me flexibility. I appreciate being able to pay with a mailed check, as it is convenient for me. Overall, I have had a positive experience with this provider and have no complaints. I would recommend them to others looking for reliable internet service.",4507
4248-HCETZ,Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,"I recently canceled my service with this provider after being a customer for 30 months. While I enjoyed the fast and reliable fiber optic internet service, I found the monthly charges of $79.65 to be a bit steep. Additionally, having to mail a physical check for payment was a hassle and I would have preferred more convenient payment options. Overall, I was satisfied with the service itself but ultimately decided to switch to a different provider that offered better pricing and payment methods.",3459
4612-THJBS,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.65,Yes,"I have been a customer with this company for over four and a half years and I must say I am extremely disappointed with the service I have received. Despite being on a one-year contract, I have experienced frequent outages and slow internet speeds. The monthly charges of $104.75 are also quite high for the subpar service I have been receiving. Additionally, the automatic bank transfer payment method has been convenient, but I am considering cancelling my service due to the lack of reliability and value for money.",9445
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,No,"I have been a customer of this fiber optic internet service provider for 71 months now and I must say I am extremely satisfied with the service. The connection is fast and reliable, and I have never experienced any downtime. The monthly charges of $98.65 are reasonable considering the quality of service I am receiving. I also appreciate the convenience of automatic credit card payments, making it easy to manage my account. Overall, I have no complaints and would highly recommend this provider to others.",9902
5383-MMTWC,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,613.4,Yes,"I recently cancelled my service with this company after being a customer for 8 months. I was on a month-to-month contract and was paying $84.0 per month for fiber optic internet service. The service itself was reliable and fast, but I found a better deal with another provider. The payment method of electronic check was convenient and hassle-free. Overall, I had a positive experience with this company, but ultimately decided to switch due to cost considerations.",6375
5562-YJQGT,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,null,No,"I have been a customer with this company for 2 months now and I am happy to say that I have had no issues with their service. The monthly charges are very reasonable at $20.35 and I appreciate the convenience of the automatic credit card payment method. Even though I do not have internet service with them, I am satisfied with the overall experience and plan to continue with their month-to-month contract.",8526
2801-NISEI,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.95,1348.5,No,"""I have been a customer with this company for 24 months now and I am very satisfied with the service. The DSL internet is reliable and the monthly charges of $54.95 are reasonable. I appreciate the convenience of the month-to-month contract and the option to pay with electronic check. Overall, I have had a positive experience and have no plans to switch providers.""",7404
8910-LEDAG,Male,1,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.55,2427.35,No,"I have been a customer with this company for 34 months now and I am very satisfied with their service. The fiber optic internet is fast and reliable, and the automatic credit card payment makes it easy to manage my monthly charges. The $71.55 monthly fee is reasonable for the quality of service I receive. I have had no issues with my connection and have not experienced any reason to consider switching providers. Overall, I would highly recommend this company to others looking for a reliable internet service provider.",5352
1930-BZLHI,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,422.7,No,"I have been a customer with this company for 21 months now and I have been satisfied with the service overall. The monthly charges are affordable at $20.35 and I appreciate that I am not on a contract for more than a year. However, I do not use the internet service provided by this company so I cannot comment on that aspect. I prefer to pay my bills through mailed check and have not had any issues with the payment method. Overall, I have had a positive experience as a customer and have not experienced any reason to churn.",6149
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,"I recently switched to this company for their fiber optic internet service, but unfortunately, I have decided to churn after just 6 months. The monthly charges of $91.0 were reasonable and the speeds were good, but I had issues with the reliability of the service. Additionally, the payment method of electronic check was convenient, but I found the customer service to be lacking in resolving my technical issues. Overall, I was not satisfied with the overall experience and have decided to look for another internet provider.",3116
9026-RNUJS,Male,1,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.35,237.25,Yes,"I recently cancelled my DSL internet service after 5 months of being a customer with a month-to-month contract. I found the monthly charges of $50.35 to be reasonable, but ultimately decided to switch to a different provider for a better internet connection. I appreciated being able to pay with electronic check, but ultimately was not satisfied with the overall service and speed of the DSL internet.",4221
3896-ZVNET,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,No,"I have been a customer with this company for 24 months now and have been satisfied with their service. I appreciate the affordable monthly charges of $24.7 and the convenience of being able to pay by mailing a check. However, I wish they offered internet service as part of their package. Overall, I have had a positive experience and have not experienced any issues that would cause me to churn.",4745
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,"I have been a loyal customer for 32 months now and have been satisfied with the service provided. The automatic bank transfer payment method is convenient for me and I have had no issues with it. Although I do not have internet service with this provider, the monthly charges of $20.55 for my other services are reasonable. Overall, I have had a positive experience and have no complaints.",2677
1455-HFBXA,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),91.6,4627.8,No,"I have been a customer with this company for over four years now and have been extremely satisfied with the service. The fiber optic internet is reliable and fast, and I have never experienced any issues with connectivity. The automatic credit card payment method is convenient and hassle-free. Even though the monthly charges are on the higher side at $91.6, I believe the quality of service justifies the cost. Overall, I have no complaints and would highly recommend this company to others.",5146
6861-OKBCE,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes,"I recently canceled my service with this provider after being a customer for 11 months. I was on a month-to-month contract with monthly charges of $20.1. I did not have internet service with this provider. I found the automatic credit card payment method convenient, but ultimately decided to switch to a different provider for better internet options. Overall, my experience was satisfactory but I needed a provider that offered internet service.",7081
9779-DPNEJ,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,No,"I have been a customer with this company for 22 months now and I am very satisfied with the service. The fiber optic internet service is reliable and fast, and the monthly charges of $80.15 are reasonable for the quality of service provided. I appreciate the convenience of paying with electronic check and have had no issues with billing or payments. Overall, I have had a positive experience with this company and have no plans to churn in the near future.",279
4710-NKCAW,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.4,316.9,No,"I have been a customer with this DSL internet service provider for the past 5 months and I am overall satisfied with the service. The monthly charges of $64.4 are reasonable for the quality of internet service I receive. I appreciate the convenience of automatic credit card payments and have had no issues with billing or payments. I have not experienced any disruptions in service or downtime, so overall I am happy with my decision to choose this provider for my internet needs. I would recommend this service to others looking for reliable and affordable DSL internet.",5995
0327-WFZSY,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,No,"I have been a customer with this internet service provider for almost three years now and I have been very satisfied with the service. The fiber optic internet is fast and reliable, and I have never experienced any issues with connectivity. The monthly charges are reasonable at $100.0 and I appreciate the convenience of being able to pay with electronic check. Overall, I have no complaints and would highly recommend this provider to others.",4898
3716-BDVDB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,Yes,"I recently switched to this fiber optic internet service provider on a month-to-month contract. The monthly charges were reasonable at $69.1. However, after just one month of service, I decided to churn and cancel my subscription. The speed and reliability of the internet service did not meet my expectations. Additionally, I encountered some issues with the electronic check payment method. Overall, I was not satisfied with the service and will be looking for a new provider.",8000
6899-PPEEA,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,"I have been a customer with this company for 37 months now and I have recently decided to churn. I was on a month-to-month contract with monthly charges of $96.55 for fiber optic internet service. I always paid using electronic check as my payment method. Overall, I was satisfied with the service provided, but I found a better deal with another provider that met my needs better. I appreciate the reliable internet service during my time as a customer. Thank you.",2677
2373-NTKOD,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,No,"I have been a customer with this internet service provider for 8 months now and I am happy to say that I have had no issues with churning. The month-to-month contract works well for me as I like the flexibility it offers. The monthly charges of $66.25 for DSL internet are reasonable and the payment method of electronic check is convenient for me. Overall, I am satisfied with the service and would recommend it to others.",6594
8710-YGLWG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,44.9,No,"I have been with this DSL internet service provider for one month now and I am quite satisfied with the service so far. The monthly charges of $44.90 are reasonable and the internet connection has been reliable. I appreciate the option to pay by mailed check as it is convenient for me. Overall, I am happy with the service and do not have any plans to switch providers.",8936
6135-OZQVA,Female,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,No,"I have been a customer with this DSL internet service provider for 7 months now and I am pleased to say that I have not experienced any issues that would make me want to cancel my service. The monthly charges of $53.65 are reasonable and the payment process through electronic check is convenient for me. Overall, I am satisfied with the service and would recommend it to others.",7180
3165-HDOEW,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,"I recently signed up for DSL internet with this provider on a month-to-month contract. After just one month of service, I decided to cancel due to slow speeds and unreliable connection. The monthly charges of $45.85 were reasonable, but the service did not meet my expectations. I also found the payment method of mailing a check to be inconvenient in today's digital age. Overall, I was disappointed with my experience and chose to churn.",3738
8695-WDYEA,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,No,"I have been using the DSL internet service for a month now and I am overall satisfied with the connection and speed. The monthly charges of $51.25 are reasonable for the service provided. I appreciate the flexibility of the month-to-month contract as I don't feel tied down to a long-term commitment. The option to pay by mailed check is convenient for me. Overall, I have had a positive experience with this service so far.",3918
2758-RNWXS,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.2,3251.3,No,"I have been a customer with this company for 35 months now and I am extremely satisfied with the service they provide. The fiber optic internet service is fast and reliable, and I have never experienced any issues with connectivity. The monthly charges of $89.2 are reasonable for the quality of service I receive. I also appreciate the option to pay via electronic check, which is convenient and hassle-free. Overall, I have no complaints and would highly recommend this company to others.",1534
8150-QUDFX,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,51.6,No,"I have been a customer with this company for 2 months now and I am overall satisfied with the service. The monthly charges of $19.85 for a month-to-month contract are reasonable. However, I do wish they offered internet service as that would be more convenient for me. I also prefer to pay by mailed check, and the payment process has been smooth so far. Overall, I have had a positive experience with this company and would recommend it to others.",2984
0023-UYUPN,Female,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,1306.3,No,"I have been a customer with this company for 50 months now and I am very satisfied with the service. The monthly charges are reasonable at $25.2 and I appreciate the convenience of being able to pay with electronic check. Even though I do not have internet service with this company, I have had no issues with the service provided. I am happy to say that I have not experienced any reason to consider churning and will continue to be a loyal customer.",2816
4396-KLSEH,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,63.0,No,"I have been a customer with this company for 4 months now and I am pleased to say that I have had a positive experience so far. The month-to-month contract option is convenient for me and the monthly charges of $19.85 are affordable. Although I do not have internet service with this company, I have found that their customer service is responsive and helpful. I appreciate being able to pay via electronic check, as it is quick and easy. Overall, I have no complaints and am satisfied with the service I have received.",8532
3530-VWVGU,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,No,"I have been a customer with this company for 22 months now on a month-to-month contract with no churn. Even though I do not have internet service with them, I have been satisfied with their services so far. The monthly charges are reasonable at $19.9 and I appreciate being able to pay via mailed check. Overall, I have had a positive experience with this company and would recommend them to others.",3126
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,"I had a positive experience with the fiber optic internet service provided by this company for the past 4 months. The speed and reliability were excellent and met my expectations. However, I recently decided to switch to another provider due to a better promotional offer. The automatic bank transfer for payment was convenient and hassle-free. Overall, I would recommend this company for their internet service, but suggest they offer more competitive pricing to retain customers in the future.",2479
2587-YNLES,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,100.35,No,"I have been a customer with this company for 6 months now and so far I have had a positive experience. The monthly charges are affordable at $20.1 and I appreciate being able to pay by mailing a check. Although I do not have internet service with this company, I have not experienced any issues with my current services. Overall, I am satisfied with my experience and would recommend this company to others.",1492
7488-MXJIV,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,Yes,"I decided to switch internet providers after only 4 months with this service. The monthly charges of $85.65 were reasonable for fiber optic internet, but I experienced frequent outages and slow speeds. The payment method of electronic check was convenient, but ultimately I was not satisfied with the reliability of the service. I would not recommend this provider to others looking for a consistent and fast internet connection.",5502
3795-GWTRD,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,4707.85,No,"I have been a customer with this company for over five years and have been very satisfied with their service. The monthly charges are reasonable at $75.55 and I appreciate the convenience of automatic credit card payments. The DSL internet service has been reliable and consistent throughout my tenure. Overall, I have no complaints and would highly recommend this company to others.",9303
8532-UEFWH,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,No,"I have been a customer with this company for over four years and have been satisfied with the service overall. The monthly charges are reasonable at $25.75 and I appreciate the option to pay via mailed check. However, I do wish that internet service was included in my plan as it would make my experience even better. Overall, I have had no issues with the company and am happy to continue being a customer.",5206
5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,No,"I have been a loyal customer of this internet service provider for over five years now. I have been on a one-year contract with monthly charges of $45.55 for DSL internet service. I appreciate the convenience of automatic bank transfers for payment, as it ensures that my bill is always paid on time. I have had no issues with churn and overall, I am satisfied with the service provided.",231
5696-QURRL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,45.05,Yes,"I recently signed up for the DSL internet service with this company on a month-to-month contract. However, after just one month, I decided to cancel due to some connectivity issues and slow speeds. The monthly charges of $45.05 were reasonable, but the service did not meet my expectations. I also found the payment method of mailing a check to be inconvenient compared to other options available. Overall, I was not satisfied with the service and have decided to switch to a different provider.",8621
0386-CWRGM,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,967.85,No,"I have been a customer with this company for 46 months now and I have been satisfied with their service. I have a two year contract with monthly charges of $19.4, which I find to be reasonable. I do not have internet service with them, so I cannot speak to that aspect. I prefer to pay by mailed check and have had no issues with my payments being processed. Overall, I have had a positive experience with this company and have not had any reason to consider churning.",7868
1298-PHBTI,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.8,6152.4,No,"I have been a loyal customer of this company for over 6 years now and have been extremely satisfied with the fiber optic internet service they provide. The monthly charges are reasonable at $84.80 and I appreciate the convenience of paying through electronic check. I have never had any issues with the service and have no plans to switch providers. Overall, I am very happy with my experience and would highly recommend this company to others.",5237
7617-EYGLW,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,No,"I have been a customer with this company for just one month and so far I am satisfied with the service. The monthly charges are affordable at $19.45 and I appreciate the flexibility of the month-to-month contract. I do not have internet service with this provider but I have not experienced any issues with my payment method, which is electronic check. Overall, I am happy with my experience as a new customer and would recommend this company to others.",3521
9371-BITHB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,No,"I have been a customer with this company for over four years now and have been very satisfied with the service. Despite not having internet service, I have found the monthly charges of $19.85 to be very reasonable. I also appreciate being able to pay by mailing a check, as it is a convenient option for me. Overall, I have no complaints and am happy to continue with this company.",646
7480-SPLEF,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,1796.55,No,"I have been a customer with this company for almost 6 years now and I have been satisfied with the service overall. The monthly charges are reasonable at $26.0 and I appreciate the convenience of automatic bank transfers for payment. While I do not have internet service with this company, I have not experienced any issues with my current plan. Overall, I have no complaints and would recommend this company to others.",1236
2391-SOORI,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,Yes,"I recently switched to this internet service provider four months ago and unfortunately, I have already decided to churn. The DSL internet service was not reliable and I experienced frequent outages. The monthly charges of $49.35 were reasonable, but the inconsistent service was not worth it. Additionally, the payment method of electronic check was convenient, but it was not enough to make up for the poor internet service. I would not recommend this provider to others.",8790
8474-UMLNT,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.8,842.25,No,"I have been a customer with this internet service provider for 13 months now and I am very satisfied with the service. The monthly charges are reasonable at $67.8 and the fact that I am on a month-to-month contract gives me flexibility. I also appreciate the convenience of automatic bank transfer for payment. The DSL internet service has been reliable and I have experienced no issues with churning. Overall, I would highly recommend this provider to others.",2396
3926-CUQZX,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.1,45.1,Yes,"I recently signed up for DSL internet service with this provider on a month-to-month contract. Unfortunately, after only one month, I decided to cancel due to slow internet speeds and unreliable service. The monthly charges were reasonable at $45.1, but it was not worth it for the poor quality of service I received. The automatic bank transfer payment method was convenient, but I would have preferred better internet service. Overall, I was disappointed with my experience and will be looking for a different provider.",8083
2371-JQHZZ,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.0,2248.05,No,"I have been a customer with this company for 24 months now and I have been very satisfied with their service. The fiber optic internet service they provide has been reliable and fast. The monthly charges of $93.0 are reasonable for the quality of service I receive. I appreciate the convenience of paying with electronic check and have had no issues with billing. Overall, I have had a positive experience with this company and have no plans to churn in the near future.",2940
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,"I have been a customer with this company for 70 months now and I have been extremely satisfied with the service. The fiber optic internet is fast and reliable, and I have never experienced any issues with connectivity. The automatic credit card payment method is convenient and hassle-free. Although the monthly charges are on the higher side at $108.15, I believe it is justified considering the quality of service I am receiving. Overall, I have no complaints and have no intention of churning. Highly recommend this company for their excellent internet service.",330
9818-XQCUV,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,45.3,No,"I have been a customer with this company for 2 months now and I am very satisfied with the service. The month-to-month contract option is convenient for me and the monthly charges of $20.35 are very reasonable. Although I do not have internet service with this company, I appreciate the flexibility in payment options, such as being able to pay by mailed check. Overall, I have had a positive experience and would recommend this company to others.",1292
3644-QXEHN,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45,No,"I have been a customer with this company for 13 months now and I am very satisfied with their fiber optic internet service. The monthly charges of $97.0 are reasonable for the quality of service I receive. I appreciate being able to pay with electronic check, as it is convenient and hassle-free. Overall, I have had no issues with the service and have no plans to churn in the near future. I would recommend this company to others looking for reliable internet service.",822
2657-ALMWY,Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.95,2169.75,Yes,"I was a customer of this fiber optic internet service provider for 26 months on a month-to-month contract. The internet service was reliable and fast, but I ultimately decided to churn because I found a better deal with another provider. The monthly charges of $84.95 were reasonable for the quality of service provided. I appreciated being able to pay with an electronic check, as it made the billing process convenient. Overall, I had a positive experience with this provider and would recommend them to others looking for reliable fiber optic internet service.",2520
5178-LMXOP,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,"I recently switched to this fiber optic internet service provider and unfortunately, I had to cancel after only one month. The monthly charges were quite high at $95.1 and I found that the service did not live up to my expectations. I paid using electronic check, which was convenient, but ultimately I was not satisfied with the overall experience. I will be looking for a different provider for my internet service moving forward.",6187
9317-WZPGV,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Yes,"I recently switched to this fiber optic internet service and unfortunately had to churn after only 2 months. The monthly charges of $79.75 were reasonable, but I had some issues with the reliability of the service. I paid through bank transfer automatically, which was convenient. Overall, I was disappointed with the service and had to cancel my contract.",7546
7821-DPRQE,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.7,7320.9,No,"I have been a customer with this company for almost 6 years now and I have been extremely satisfied with the service provided. The fiber optic internet service is fast and reliable, allowing me to stream movies, work from home, and video chat with no issues. The monthly charges are reasonable for the quality of service I receive. I appreciate the convenience of the electronic check payment method as well. Overall, I have no complaints and would highly recommend this company to others.",4543
5934-TSSAU,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,No,"I have been a customer with this company for 23 months now and I have been extremely satisfied with the service. The fiber optic internet is fast and reliable, and I have had no issues with connectivity. The automatic credit card payment option is convenient and hassle-free. The monthly charges of $75.3 are reasonable for the quality of service I am receiving. I have no plans to churn and will continue to be a loyal customer. Overall, I would highly recommend this company to others.",555
