customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerFeedback,MonthlyIncome
1752-OZXFY,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,59.8,3561.15,"I have been a loyal customer for 5 years now and I have never had any issues with my internet service. The DSL connection has been reliable and the monthly charges are reasonable at $59.8. I prefer to pay by mailed check and I am happy that this payment method is accommodated. Overall, I am satisfied with my experience and have no complaints.",5585
8739-QOTTN,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,"I have been a customer with this company for 2 months now and I am pleased to say that I have not experienced any issues that would lead me to cancel my service. The month-to-month contract option works well for me as I have the flexibility to make changes as needed. The monthly charges of $20.35 are reasonable for the services provided. I do not have internet service with this company, so I cannot comment on that aspect. I prefer to pay by mailed check and have not had any problems with the payment process. Overall, I am satisfied with my experience as a customer so far.",7890
3230-WYKIR,Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,"I recently decided to cancel my service with this provider after being with them for 18 months. While I initially signed a one-year contract, I found that the monthly charges of $82.0 for DSL internet were too high for the quality of service I was receiving. The automatic credit card payments were convenient, but ultimately I was not satisfied with the reliability and speed of the internet service. I have since switched to a different provider that offers better value for the price.",2943
8976-OQHGT,Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,56.5,235.1,"I recently canceled my service with this company after 4 months of being a customer. While the monthly charges were reasonable at $56.5, I found the DSL internet service to be unreliable and slow. Additionally, having to mail a check for payment was inconvenient and outdated. I ultimately decided to switch to a different provider that offered more reliable internet service and easier payment options.",2711
9658-WYUFB,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,"I recently decided to switch internet providers after being a customer for 17 months with this company. The monthly charges of $94.4 for fiber optic internet were reasonable, but I ultimately decided to churn because I found a better deal with another provider. The month-to-month contract was convenient, and I appreciated being able to pay with an electronic check. Overall, my experience was positive, but I ultimately made the decision to switch for financial reasons.",1719
9220-CXRSC,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),61.4,4059.85,"I have been a loyal customer of this DSL internet service provider for nearly six years now and have been very satisfied with their service. The monthly charges are reasonable at $61.4 and I appreciate the convenience of automatic payment through my credit card. The two-year contract has also been beneficial in providing consistency and reliability in my internet service. Overall, I have had no issues with churn and would highly recommend this provider to others.",119
3957-HHLMR,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,"I have been a loyal customer with this company for over 5 years now and I have been very satisfied with the service. The DSL internet service has been reliable and the monthly charges are reasonable. I appreciate the convenience of automatic bank transfers for payment. Overall, I have no complaints and I am happy to continue being a customer.",1776
8375-DKEBR,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,"I recently signed up for the fiber optic internet service with this provider on a month-to-month contract. Unfortunately, after just one month, I decided to cancel due to some technical issues and inconsistencies in the service. The monthly charges of $69.6 were reasonable, but the reliability of the internet connection was lacking. I paid using an electronic check, which was convenient and easy to set up. Overall, I was disappointed with the service and ultimately chose to switch to a different provider.",1008
4373-MAVJG,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,"I recently decided to cancel my service with this provider after being with them for 14 months. While the fiber optic internet service was fast and reliable, I found that the monthly charges of $90.90 were a bit too high for my budget. Additionally, I prefer the flexibility of a month-to-month contract, but I found that the automatic bank transfer payment method was not the most convenient for me. Overall, I had a positive experience with the actual service itself, but ultimately decided to switch to a different provider for more affordable options.",7514
1069-XAIEM,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,"""I recently signed up for fiber optic internet with this company on a month-to-month contract. The monthly charges were $85.05 and I paid using electronic check. Unfortunately, after just 1 month of service, I decided to cancel due to unreliable connection and slow speeds. I was disappointed with the service and ultimately decided to switch to a different provider. I hope they can improve their service for future customers.""",6896
0377-JBKKT,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,"I have been a customer with this DSL internet service provider for 22 months now and have been on a month-to-month contract with monthly charges of $57.95. I have always paid my bill on time with a mailed check. I have had no issues with the service and have not experienced any interruptions or outages. Overall, I am satisfied with the reliability and consistency of the internet service provided.",5611
0930-EHUZA,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,"I have been a customer with this internet provider for 3 years now and have been satisfied with their service. The monthly charges are reasonable at $76.35 and I appreciate the option to pay by mailing a check. The DSL internet service has been reliable and I have not experienced any issues with connectivity. Overall, I am happy with my experience and do not plan on switching providers.",6506
7593-JNWRU,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8,"I recently canceled my internet service with this provider after being a customer for 6 months. The monthly charges of $44.6 were reasonable, but I found the DSL internet service to be unreliable and slow. I also had issues with the automatic bank transfer payment method, as it was not always processed correctly. Overall, I was not satisfied with the service and decided to switch to a different provider.",9155
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,"""I have been a customer with this company for 6 years now and have had a great experience with their fiber optic internet service. The automatic payment method is convenient and hassle-free. The monthly charges are reasonable for the quality of service I receive. Overall, I am happy with my decision to sign a two-year contract with this company and have no plans to switch providers anytime soon.""",4277
1323-OOEPC,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.4,5149.5,"I have been a customer with this company for over four years now, and I have been generally satisfied with the service. The fiber optic internet has been reliable and fast, which is important to me as I work from home. However, I recently decided to switch providers due to the increasing monthly charges. I was on a month-to-month contract and was paying $98.40 per month, which I found to be quite expensive compared to other options available in the market. Additionally, I prefer to have more flexibility in my payment method, so I decided to switch to a provider that offers more payment options. Overall, I had a positive experience with the service itself, but the pricing and payment options were not ideal for me.",7397
3402-XRIUO,Female,1,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,null,"I have been a customer with this internet service provider for 22 months now and I am very satisfied with the service. The monthly charges of $63.55 are reasonable for the quality of internet service I receive. Even though I am on a month-to-month contract, I have no plans to churn as I am happy with the reliability of the DSL connection. I appreciate the option to pay by mailed check as it is convenient for me. Overall, I would highly recommend this provider to others looking for a reliable internet service.",4055
1769-GRUIK,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,1247.75,"I have been a customer with this company for 18 months now and I am very satisfied with the service. The fiber optic internet is fast and reliable, and I have had no issues with connectivity. The monthly charges of $71.1 are reasonable for the quality of service I am receiving. I appreciate the convenience of paying with electronic check. Overall, I have no complaints and am happy to continue using this company for my internet service.",5932
8329-GWVPJ,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,"I have been a customer with this company for 50 months now and I am extremely satisfied with their service. The fiber optic internet is fast and reliable, and I have had no issues with connectivity. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges of $69.75 are reasonable for the quality of service provided. Overall, I have no complaints and would highly recommend this company to others.",2972
4210-QFJMF,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,"I recently switched to this internet service provider four months ago and unfortunately, I have already decided to churn. While the fiber optic internet service was fast and reliable, I found the monthly charges of $79.15 to be a bit too expensive for my budget. Additionally, I was disappointed to find out that the only payment method available was electronic check, which I do not prefer to use. Overall, I had a decent experience with the service itself, but the pricing and payment options ultimately led me to cancel my subscription.",2403
6969-MVBAI,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,"I have been a customer with this company for 9 months now and I have been very satisfied with the service. The fiber optic internet is fast and reliable, and the monthly charges of $90.1 are reasonable for the quality of service I receive. I appreciate the convenience of being able to pay with electronic check each month. Overall, I have had a great experience and have no plans to switch providers.",8629
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,"I have been a customer with this company for 16 months now and I have been satisfied with the service overall. The month-to-month contract option is convenient for me as I don't like being tied down to long-term contracts. The monthly charges of $20.4 are reasonable and affordable. However, I do wish that they offered internet service as that would make my experience even better. I appreciate being able to pay with electronic check as it is convenient and easy to manage. Overall, I have had a positive experience with this company and would recommend them to others.",935
0975-VOOVL,Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,"I have been a customer with this company for 3 months now and I have been satisfied with the DSL internet service provided. The monthly charges are reasonable at $29.2 and the month-to-month contract option works well for me. I prefer to pay by mailed check and have had no issues with the payment process. Overall, I am happy with the service and have no plans to churn in the near future.",3726
2309-OSFEU,Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,"I recently decided to switch internet providers after being with this company for 10 months on a month-to-month contract. The monthly charges of $33.90 were reasonable, but I found the DSL internet service to be unreliable at times. Additionally, having to mail a check for payment was inconvenient and outdated in today's digital age. Overall, I was not satisfied with the service and ultimately decided to churn to a different provider.",3867
5183-KLYEM,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.75,8192.6,I have been a customer with this company for 6 years now and have been extremely satisfied with the fiber optic internet service they provide. The automatic credit card payment method is convenient and ensures that I never miss a payment. The monthly charges of $112.75 are reasonable for the quality of service I receive. I have had no issues with churn and plan to continue using this company for the foreseeable future. Highly recommend their services to others.,7280
1776-SPBWV,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,"I have been a customer with this company for 34 months now and I am overall satisfied with the service. The automatic bank transfer payment method is convenient for me and I appreciate the consistent monthly charges of $20.1. However, I do wish that internet service was offered as part of my contract as it would make my experience even better. Overall, I have had no issues with churn and plan to continue my service with this company.",3404
4486-EFAEB,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.4,251.65,"I have been a customer with this company for 13 months now and I am very satisfied with the service. The month-to-month contract option is convenient for me and the monthly charges of $20.4 are affordable. Even though I do not use their internet service, I appreciate the variety of payment methods available, including electronic check. Overall, I have had a positive experience and have not experienced any issues that would make me want to churn. I would recommend this company to others.",5925
7326-RIGQZ,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,"I have been a customer with this company for 6 months now and I am extremely happy with the service I have received. The fiber optic internet service is fast and reliable, and I have had no issues with connectivity. The monthly charges are reasonable at $69.8 and the payment method of electronic check is convenient for me. Overall, I am very satisfied with my experience and have no plans to churn.",9480
6418-HNFED,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.25,4089.45,I have been a customer with this company for over four years now and I have been very satisfied with the service. The DSL internet has been reliable and the monthly charges of $83.25 are reasonable for the speed and quality of service I receive. The automatic credit card payment method makes it easy to ensure my bill is always paid on time. I have no complaints and have no plans to switch providers in the foreseeable future.,722
2058-DCJBE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,324.6,"I recently switched to this fiber optic internet service provider about 5 months ago, opting for a month-to-month contract with monthly charges of $69.75. Unfortunately, I have decided to churn and look for a different provider. The service itself was reliable and fast, but I encountered issues with the payment method using electronic check. There were multiple instances where the payment did not go through smoothly, causing inconvenience and frustration. Overall, I would recommend improving the electronic check payment process to enhance the customer experience.",4706
9555-SAHUZ,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.5,2076.05,"I have been a loyal customer for 38 months now, and I have been satisfied with the DSL internet service I receive for $54.5 per month. The month-to-month contract works well for me, and I appreciate the convenience of paying with electronic check. Overall, I have had no issues with the service and have no plans to churn in the near future.",580
0628-CNQRM,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,"""I have been a customer with this company for 22 months and recently decided to churn. I was overall satisfied with the DSL internet service I received for the monthly charge of $67.5. The automatic bank transfer payment method was convenient for me. However, I decided to switch providers for better deals and promotions. Overall, my experience was positive but I found a better offer elsewhere.""",4892
6960-HVYXR,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,"I recently signed up for the fiber optic internet service with this company on a month-to-month contract. Unfortunately, after just one month, I decided to cancel due to some unforeseen circumstances. The monthly charges of $76.0 were reasonable, and I appreciated the convenience of paying with an electronic check. Overall, my experience with the service was satisfactory, but I ultimately had to churn.",4686
8292-FRFZQ,Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),41.15,1700.9,"I have been a customer with this DSL internet service provider for almost 3 years now and I have been extremely satisfied with the service. The monthly charges are very reasonable at $41.15 and I appreciate the convenience of automatic bank transfers for payment. The connection has been reliable and I have not experienced any issues with downtime. Overall, I would highly recommend this provider to anyone looking for reliable and affordable internet service.",5915
6047-SUHPR,Male,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8,2343.85,"I have been a loyal customer of this internet service provider for almost 3 years now. I have been on a one-year contract with monthly charges of $59.8 which I pay through electronic check. I have had no issues with the service and have not experienced any disruptions or outages. Overall, I am satisfied with the DSL internet service provided and have no plans to churn.",8288
0568-ONFPC,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.9,135.0,"I recently decided to cancel my service with this company after being a customer for 5 months. The monthly charges of $25.9 were reasonable, but unfortunately, I did not have internet service with them. I found this to be a major inconvenience as I rely heavily on a stable internet connection for work and personal use. The automatic bank transfer payment method was convenient, but ultimately I had to switch to a different provider that offered internet services. I would recommend this company to others who do not require internet service, but for those who do, I would suggest looking elsewhere.",9569
7599-NTMDP,Female,0,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7,3008.55,"I have been a loyal customer for over five years with this company and have been satisfied with the DSL internet service provided. The monthly charges are reasonable at $48.7 and I appreciate the convenience of automatic bank transfers for payment. I have had no issues with connectivity or billing, and overall, I am happy with the service.",754
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,"I have been a customer with this company for over five years now and I have been extremely satisfied with the service. The automatic payment method makes it very convenient for me to pay my bill each month. Even though I do not have internet service with them, I have found their customer service to be top-notch whenever I have had to contact them for any reason. The monthly charges are very reasonable at $20.55 and I appreciate that they have not increased over the years. Overall, I have had a positive experience with this company and I would definitely recommend them to others.",8713
6519-ZHPXP,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.3,null,"I have been a customer with this company for 6 years now and I have been happy with the service overall. The fiber optic internet service has been reliable and fast, and I appreciate the convenience of the automatic bank transfer for payment. The monthly charges are reasonable for the quality of service provided. I have not experienced any issues that would make me consider switching to another provider. Overall, I am satisfied with my experience as a long-time customer.",1014
7649-SIJJF,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5585.4,"I have been a customer with this company for over 6 years now and I have been satisfied with their DSL internet service. The monthly charges are reasonable at $80.1 and I appreciate the option to pay with a mailed check. Overall, I have had no issues with the service and have no plans to churn in the near future.",3203
8584-KMVXD,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,"""I have been a customer for 8 months now and have been very satisfied with the fiber optic internet service provided. The speeds are consistently fast and reliable. I appreciate the convenience of the electronic check payment method and the flexibility of the month-to-month contract. The monthly charges of $75.6 are reasonable for the quality of service I am receiving. Overall, I have had a positive experience with this provider and have no plans to churn in the near future.""",8942
7077-XJMET,Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,741.4,"I have been a customer with this internet service provider for 12 months now and I am overall satisfied with the service. The monthly charges of $74.15 for DSL internet are reasonable and I appreciate the flexibility of the month-to-month contract. The payment method of electronic check is convenient for me as well. I have not experienced any issues with my internet service and have not had any reason to consider switching providers. Overall, I would recommend this provider to others looking for reliable internet service.",7653
3521-HTQTV,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.1,980.35,"I have been a customer with this company for 34 months now and I have been very satisfied with their service. The automatic bank transfer payment method makes it convenient for me to pay my monthly charges of $26.1 on time. Even though I do not have internet service with them, I have found their customer service to be responsive and helpful whenever I have had any issues. Overall, I have had a positive experience with this company and would recommend them to others.",8730
9643-YBLUR,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.05,653.95,"I have been a customer with this DSL internet service provider for 9 months now and have had no issues with churn. The month-to-month contract is convenient for me and the monthly charges of $69.05 are reasonable for the service provided. The automatic credit card payment method is convenient and hassle-free. Overall, I am satisfied with my experience with this internet service provider.",1450
5296-PSYVW,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1750.7,"I have been a loyal customer with this company for 6 years now and I have been very satisfied with the service. The monthly charges are very affordable at $24.55 and I appreciate the convenience of being able to pay with electronic check. While I do not have internet service with this provider, I have had no issues with my current services. Overall, I have no complaints and I am happy to continue being a customer.",7224
4929-XIHVW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,"I have been a customer with this fiber optic internet service provider for 2 months now, and I am extremely satisfied with the service. The connection is fast and reliable, and I have not experienced any issues with downtime or slow speeds. The automatic payment method with my credit card makes it convenient to pay my monthly bill of $95.5. Overall, I would highly recommend this service to others looking for a reliable internet provider.",5899
0343-QLUZP,Male,0,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,"I have been a loyal customer of this DSL internet service provider for the past 5 years and have been very satisfied with the service. The monthly charges are affordable at $39.6 and the automatic bank transfer payment method makes it convenient for me to pay my bills on time. The two-year contract has also been beneficial as it locks in a stable rate for a longer period of time. Overall, I have had no issues with the service and would recommend it to others looking for reliable internet service.",3853
9624-EGDEQ,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,813.3,"I have been a customer for 37 months now and I have been satisfied with the service provided. The monthly charges are reasonable at $19.8 and I appreciate the option to pay via mailed check. However, I do wish there was an option for internet service as well. Overall, I am happy with my experience and have no plans to churn.",759
5747-PMBSQ,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,"I recently decided to switch internet providers after being with this company for 10 months on a month-to-month contract. The monthly charges were $92.50, which I found to be a bit expensive for the service provided. While the fiber optic internet was fast and reliable, I ultimately decided to churn because I found a better deal with another provider. I also found the payment method of mailing a check to be inconvenient compared to more modern options available with other companies. Overall, I had a decent experience with this company but ultimately decided to leave for better pricing and payment options.",8972
4184-VODJZ,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,"I have been a customer with this company for over 5 years now and I have been extremely satisfied with the service. The fiber optic internet service is fast and reliable, and the monthly charges are reasonable at $91.35. I appreciate the convenience of being able to pay with electronic check. Overall, I have had no issues with the service and have no plans to churn in the near future. Highly recommend this company for anyone looking for reliable internet service.",2315
1319-YLZJG,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.6,959.9,"I have been a customer with this company for 12 months now and I am really satisfied with the service. The fiber optic internet is fast and reliable, and the monthly charges of $84.6 are reasonable for the quality of service I am receiving. I appreciate the convenience of paying with electronic check and have had no issues with billing. I have no plans to churn and will continue to be a loyal customer.",432
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,"I have been a customer with this DSL internet provider for over four and a half years on a month-to-month contract. I recently decided to switch providers due to finding a better deal elsewhere. The monthly charges of $45.3 were reasonable, but I ultimately chose to go with a different option for better service and faster speeds. The payment method of electronic check was convenient and easy to use. Overall, my experience with this provider was satisfactory, but I felt it was time for a change.",8607
7356-IWLFW,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,null,"I have been a customer with this company for 46 months now and I am extremely satisfied with the fiber optic internet service they provide. The automatic bank transfer payment method makes it convenient for me to pay my monthly charges of $80.00. I have had no issues with the service and have not experienced any interruptions. I appreciate the flexibility of the month-to-month contract type as it gives me the freedom to cancel anytime if needed. Overall, I highly recommend this company for their reliable internet service.",8075
1696-HXOWK,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,6856.95,"I have been a loyal customer with this company for over 6 years now and have been extremely satisfied with the service provided. The fiber optic internet service has been reliable and fast, and I have never experienced any issues with connectivity. The monthly charges are reasonable for the quality of service received. While I prefer to pay by mailed check, the payment process has always been smooth and hassle-free. Overall, I have no complaints and would highly recommend this company to others.",6738
2074-GKOWZ,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,"I recently switched to a fiber optic internet service with a monthly charge of $89.55. I opted for the month-to-month contract and set up automatic bank transfers for payment. However, after just 2 months of service, I decided to cancel due to some issues with the reliability of the connection. I experienced frequent outages and slow speeds, which made it difficult to work from home. I was disappointed with the service and ultimately decided to switch to a different provider. I would recommend looking into the reliability of the connection before committing to this service.",5580
3069-SSVSN,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,25.85,I have been a customer with this company for just over a month now and I am very satisfied with the service. The DSL internet is reliable and the monthly charges are reasonable at $25.85. I appreciate being able to pay with a mailed check as it is convenient for me. I look forward to continuing my contract with this company for the remainder of the year.,8957
8325-QRPZR,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.15,525.0,"I have been a customer with this fiber optic internet service provider for 7 months now on a month-to-month contract. I have had no issues with churning or service interruptions during this time. The monthly charges of $75.15 are reasonable for the fast and reliable internet service I receive. I appreciate the convenience of being able to pay with an electronic check. Overall, I am satisfied with my experience with this provider.",3658
8319-QBEHW,Male,0,No,Yes,26,no,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),39.95,1023.75,"I have been a customer with this company for 26 months now and I am very satisfied with the service. The monthly charge of $39.95 for DSL internet is reasonable and the automatic bank transfer payment method makes it convenient for me to pay my bill on time. I have not experienced any issues with the service and have not had any reason to consider switching providers. Overall, I would highly recommend this company to others looking for reliable internet service.",4605
2180-DXNEG,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,null,"I recently canceled my service with this provider after being a customer for 12 months. I was on a month-to-month contract and paying $96.0 per month for fiber optic internet service. I found the service to be reliable and fast, but ultimately decided to switch to a different provider for a better deal. The payment method of electronic check was convenient and I never had any issues with billing. Overall, I had a positive experience with this provider but decided to move on for financial reasons.",3532
4318-RAJVY,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,198.25,"I have been a customer with this company for 10 months now and I have been overall satisfied with the service provided. The monthly charges of $19.8 are reasonable for the contract type of one year. However, I do wish there was an option for internet service as well. The payment method of mailed check is convenient for me. Overall, I have not experienced any issues with this company and I am happy with the service they have provided so far.",1631
7950-XWOVN,Male,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,34.7,383.55,"I have been a customer with this internet service provider for almost a year now and I have been satisfied with the service overall. The DSL internet connection has been reliable and I have not experienced any major interruptions. The monthly charges are reasonable at $34.7 and I appreciate the flexibility of a month-to-month contract. The only downside for me is having to pay by mailed check, as it can be a bit inconvenient. Overall, I am happy with the service and plan to continue as a customer for the foreseeable future.",9976
5136-KCKGI,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.7,3467.0,"I recently decided to switch internet providers after being with this company for over two and a half years. While the fiber optic service was fast and reliable, I found that the monthly charges of $103.70 were becoming too expensive for me. Additionally, having to mail in a check for payment each month was a bit of a hassle compared to more convenient payment methods offered by other providers. Ultimately, I decided to cancel my contract after the first year and look for a more affordable and user-friendly option.",2494
8894-JVDCV,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,"I have been a customer with this company for over 5 years now and I have been very satisfied with the service. The fiber optic internet service has been reliable and fast, and I have had no issues with connectivity. The automatic credit card payment method is convenient and hassle-free. The monthly charges of $115.05 are reasonable for the quality of service I receive. Overall, I have had a positive experience and would recommend this company to others.",2653
9924-JPRMC,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.2,8547.15,"""I have been a customer with this company for 6 years now and I am extremely satisfied with the service they provide. The fiber optic internet service is fast and reliable, and I have never experienced any issues with connectivity. The monthly charges are reasonable for the quality of service received. I appreciate being able to pay through electronic check, as it is convenient and hassle-free. Overall, I have no complaints and would highly recommend this company to others.""",7008
5296-BFCYD,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,"I have been a customer with this company for almost 4 years now and I have been satisfied with the service overall. Even though I do not have internet service with them, I appreciate the affordable monthly charges and the convenience of being able to pay by mailing a check. I have had no issues with the service and have no plans to switch providers in the near future.",1705
